stats_right_hand_coverage,Couverture de la main droite : %s,
stats_wrist_connection,Connexion de poignet : %s,
stats_elbow_connection,Connexion du coude : %s,
stats_mobility_title,Statistiques de mobilité,
stats_move_speed,Vitesse de déplacement : %s,
stats_sprint_speed,Vitesse de sprint : %s,
stats_trip_risk,Risque de voyage : %s,
stats_stamina_regen,Régénération de l’endurance : %s,
stats_offense_title,Offense stats,
stats_damage,Dégâts : %s,
stats_knockback,Recul : %s,
stats_stun_chance,Chances d'étourdissement : %s,
# ENTITIES,,
press_e,Appuyez sur {{interact}} afin de,
activate,Activer,
too_poor,TROP PAUVRE!,
open,Ouvrir,
converse,Discuter,
attack_stone_name,Pierre d’attaque,
attack_stone_description,Permet au joueur d’infliger des dégâts aux ennemis,
bolas_guy_name,Bolas guy,
bolas_guy_description,Lance une corde de bondage à distance,
chainenator_name,Chainenator,
chainenator_description,Lance des boules de chaîne qui restent sur le sol pendant une courte période,
chain_pit_name,Fosse de chaîne,
chain_pit_description,Applique le bondage en chaîne au joueur s’il marche dessus pendant qu’il est ouvert,
chamber_name,Cambre,
chamber_description,Non recommandé – Un ennemi ramène le joueur ici où il doit esquiver les balles pour éviter le robot bondage,
chamber_large_name,Grande chambre,
chamber_large_description,Un ennemi ramène le joueur ici où il doit esquiver les balles pour éviter le robot bondage,
coin_pile_name,Empilement de pièces,
coin_pile_description,C’est un tas d’argent,
consumable_deployer_name,Deployeur de consommable,
consumable_deployer_description,"Lorsque le joueur entre dans la salle, cela devient un consommable aléatoire – pierre d’attaque, flacon, clé, etc.",
control_panel_name,Panneau de contrôle,
control_panel_description,Permet de contrôler la maison intelligente,
crate_name,Caisse,
crate_description,Boîte de fournitures que le Jockey veut apporter,
crate_large_name,Grosse caisse,
crate_large_description,"Grande boîte de fournitures pour le Jockey, ralentit le joueur plus que la petite caisse",
detritus_name,Détritus,
detritus_description,Saleté sur le sol que le joueur peut nettoyer en tant que femme de ménage,
detritus_verb,Nettoyer,
detritus_examination,"La saleté et la crasse couvrent le sol du donjon. Vous envisagez de demander à [u]Jean[/u] s’il y a des servantes pour le nettoyer. Les cultes d’esclaves ont généralement des servantes, vous êtes assez sûr.",
fashionista_name,Fashionista,
fashionista_description,Inflige une tenue fabuleuse au joueur,
floor_button_square_name,Bouton de sol carré,
floor_button_square_description,"tenu dessus, fait disparaître les blocages carrés pendant une courte période",
haystack_name,Botte de foin,
haystack_description,Le joueur peut se cacher dans cela et la plupart des ennemis n’attaqueront pas,
heart_name,Coeur,
heart_description,Restaure la santé lors du ramassage,
heavy_ball_name,Boule lourde,
heavy_ball_description,A une chance de s’attacher à un joueur à proximité en tant que boulet,
helping_hand_name,Coup de pouce,
helping_hand_description,Permet au joueur d’essayer d'enlever un objet plus facilement,
hourglass_name,Sablier,
hourglass_description,"Machine à remonter le temps qui permet au joueur de revenir au début de la campagne, en gardant les crédits finaux et les objets détenus",
hourglass_verb,Voyage temporel,
jean_name,Jean,
jean_description,Dame suspecte se détendant dans la maison du joueur,
jockey_name,Jockey,
jockey_description,Grand fan des ponygirls,
key_name,Clé,
key_description,Déverrouille les serrures,
ladder_name,Échelle,
ladder_description,Envoie le joueur à l’étage suivant lorsqu’il est touché,
ladder_invisible_name,Échelle invisible,
ladder_invisible_description,Envoie le joueur à l’étage suivant lorsqu’il est touché,
latexor_name,Latexor,
latexor_description,Ennemi rapide qui applique des articles en latex,
lootbox_name,Random Lootbox,
lootbox_description,Contient un trésor très probablement,
lootbox_plebian_name,Plebian Lootbox,
lootbox_plebian_description,Contient une misère de trésor,
lootbox_conventional_name,Conventional Lootbox,
lootbox_conventional_description,Contient une quantité décente de trésor,
lootbox_regal_name,Regal Lootbox,
lootbox_regal_description,Contient une grande quantité de trésor,
lootbox_gadget_name,Gadget Lootbox,
lootbox_gadget_description,Contient un ou plusieurs gadgets,
lootbox_garb_name,Garb Lootbox,
lootbox_garb_description,Contient un ou plusieurs articles d’habillement,
mechinator_name,Mechinator,
mechinator_description,Ennemi lent qui applique le robot bondage,
mine_chain_name,Mine de chaînes,
mine_chain_description,"Explose lorsqu’on touche, appliquant des éléments de chaîne aux entités proches",
mine_rope_name,Mine de cordes,
mine_rope_description,"Explose lorsqu’on touche, appliquant des objets en corde aux entités proches",
permalocker_name,Permalocker,
permalocker_description,Utilisable chaque fois qu’un joueur possède tous les objets d’un archétype compatible. Verrouille définitivement lesdits objets.,
permalocker_verb,Permalock,
recruiter_name,Recruteur,
recruiter_description,Ennemi lent qui apparaît après un certain laps de temps. Poursuit le joueur entre les pièces. Applique des articles de ménage,
reroller_vials_name,Flacon reroller,
reroller_vials_description,Permet de changer les effets du flacon pour une petite redevance,
reroller_vials_verb,Reroll des flacons,
robo_claw_name,Robot pince,
robo_claw_description,Supprime un élément en cours d’utilisation. Peut passer à travers les serrures de base et les électrolocks,
solid_point_name,Point solide,
solid_point_description,Ennemi à distance stationnaire qui essaie d’enchaîner le joueur à lui-même,
spectre_name,Spectre,
spectre_description,Halloween ennemi qui passe à travers les murs et applique des objets spectraux,
spillage_name,Fuite,
spillage_description,"Renverse du latex sur le sol près de lui, ce qui applique des articles en latex à ceux qui marchent dessus",
sulky_name,Sulky,
sulky_description,Le Jockey dans un véhicule,
tape_guy_name,Tape guy,
tape_guy_description,Ennemi rapide qui applique du ruban adhésif,
tentacling_name,Tentacling,
tentacling_description,"Peut apparaître à partir de déploiements consommables. Applique des objets tentaculaires, disparaît après avoir appliqué un objet",
turret_name,Tourelle,
turret_description,Tire du vantawhite horizontalement et verticalement,
vial_name,Flacon,
vial_description,Peut être consommé par le joueur pour appliquer un effet inconnu,
warden_name,Gardien,
warden_description,Applique et verrouille les éléments de bondage,
wardrobe_name,Garde-robe,
wardrobe_description,Stocke les articles,
wardrobe_verb,Consulter,
whitie_name,Blanc de Blanc,
whitie_description,Ennemi qui lance des projectiles de vantawhite,
bathtub_name,Baignoire,
bathtub_description,Une baignoire de propreté,
bed_name,Lit,
bed_description,Où les gens dorment,
bed_examination,"Tu en as assez de ces âneries d’esclavage, mais tu ne te doutes pas que dormir soulagera ce genre de fatigue.",
bookshelf_name,Bibliothèque,
bookshelf_description,Un bon endroit pour ranger des livres,
bookshelf_examination,"Comprend de nombreux volumes très respectés tels que 'Résurrection pour les imbéciles', 'La Troisième Guerre mondiale jour après jour' et 'Tu devrais vraiment être une bonne fille'. Bien que tu ne te souviennes pas d’avoir acheté le dernier",
hatstand_name,Portemanteau,
hatstand_description,Les chapeaux ont besoin d’un endroit où se tenir aussi,
mat_name,Tapis,
mat_description,L’entrée chez soi doit être confortable,
shower_name,Douche,
shower_description,Une chambre de propreté,
shower_examination,"Dans cette chambre, la saleté et les résidus peuvent être éliminés du corps avant qu’ils ne s’accumulent suffisamment pour causer des problèmes de santé.",
sink_name,Lavabo,
sink_description,N’oublie pas de te laver les mains,
sink_examination,"Miraculeusement, vous pouvez tourner ce bouton et de l’eau propre sortira, prête à boire. Si vous le souhaitez, vous pouvez même faire chauffer l’eau automatiquement pour votre commodité. Vraiment, l’avenir technologique est une merveilleuse utopie !",
sink_examination_gag,Ce n’est pas très accessible aux personnes assoiffées qui sont bâillonnées. Quel ingrat a conçu cette chose ?,
sofa_name,Canapé,
sofa_description,Bon endroit pour se reposer après une dure journée dans le donjon,
table_name,Table,
table_description,Une plateforme de restauration,
television_name,Télévision,
television_description,Certains l’appellent une T.Vision,
television_examination,Ce tas de ferraille bon marché est beaucoup trop plat et large. Vous avez faim d’une de ces télévisions dernier cri avec les tubes cathodiques et les écrans épais. Ce n’est qu’alors que vous pouvez vraiment vous immerger dans la nouvelle des personnes kidnappées.,
toilet_name,Toilette,
toilet_description,Au cas où il y aurait une crotte dont tu veux te débarrasser,
toilet_examination,Tu dois vérifier s'il y a des plugs anals à ressort avant de t'asseoir au cas où un farceur trouverait ça drôle.,
towel_rack_name,Porte-serviettes,
towel_rack_description,Ce ne sont pas seulement les victimes de torture qui sont mises sur des racks,
money_fountain_name,Fontaine d’argent,
money_fountain_description,"Lorsqu’il est activé, de l’argent en sort",
gramophone_name,Gramophone,
gramophone_description,Dispositif audio de pointe pour écouter de la musique à partir de disques,
gramophone_verb,Écouter,
refrigerator_name,Réfrigérateur,
refrigerator_description,Boîte froide de nourriture,
refrigerator_examination,"Cette chambre est utilisée pour garder les morceaux au froid afin que les champignons ne les mangent pas avant que vous ne le fassiez. Cependant, on pense que les moisissures alimentaires seront bientôt éteintes, rendant le réfrigérateur moins utile.",
refrigerator_examination_gag,"Malheureusement, lorsque vous avez acquis vos préférences culinaires actuelles, vous n’avez pas envisagé la possibilité que vous pourriez avoir besoin d’assouvir votre faim tout en étant bâillonné. En conséquence, les morceaux solides que vous appréciez habituellement sont actuellement non comestibles.",
sulky_name,Sulky,
sulky_pickup,"Poney ! Prends-nous et emmène-nous là où nous souhaitons aller, et hâtons-nous.",
sulky_lock,Votre équipement de poney est lâche. Nous devrons vous punir si vous ne trouvez pas et n’utilisez pas un [i]Permalocker[/i],
sulky_move,bouges-toi !,
sulky_end,"Bonne fille, maintenant nous souhaitons aller à la [i]sortie de l’étage[/i]. Emmenez-nous là-bas au plus vite.",
sulky_thanks,Bon poney.,
sulky_drop,Ne nous laisse pas derrière !,
sulky_undrop,Nous avons verrouillé notre véhicule à vous afin que vous ne vous éloigniez plus seul.,
sulky_pre_perma,"Nous souhaitons voyager jusqu’à la sortie des écuries. Emmène-nous là-bas, esclave poney.",
sulky_lacking_items,Tu manques une partie de ton uniforme de ponygirl. Honteux.,
sulky_item_removed,Remets ça tout de suite !,
control_panel_title,Panneau de contrôle,
control_panel,Panneau de contrôle,
control,Contrôle,
birdcage_name,Cage à oiseaux,
birdcage_verb,Libre,
birdcage_unverb,Emprisonner,
telephone_name,Téléphone,
telephone_verb,Répondre,
giftwrapper_name,Giftwrapper,
giftwrapper_description,Ressent vraiment le besoin de décorer les gens avec des rubans,
whitener_name,Blanchisseur,
whitener_description,Personne consommé par la vantawhite,
slave_name,Esclave,
slave_description,Membre du culte des esclaves,
cognitor_tube_name,Tube,
cognitor_tube_description,Zone de stockage pour les Cogniteurs pendant qu’ils gèrent des fonctions cultes,
sticky_note_name,Post-it,
sticky_note_description,Brève note laissée par un autre esclave,
sticky_note_verb,Lire,
# STATUS EFFECTS,,
decrease_discernibility_name,Caché,
decrease_discernibility_description,Certains ennemis ne te remarqueront pas,
blindness_name,Cécité,
blindness_description,Vous voyez moins bien,
decrease_move_speed_name,Lent,
decrease_move_speed_description,Bouge plus lentement,
drunkenness_name,Ivresse,
drunkenness_description,"Dans ta stupeur, tu perds un peu le contrôle de tes mouvements",
glue_skin_name,Colle à la peau,
glue_skin_description,Les contraintes sont plus difficiles à enlever,
increase_move_speed_name,Rapidité,
increase_move_speed_description,Se déplacer plus rapidement,
oily_skin_name,Peau grasse,Les contraintes sont plus faciles à enlever
oily_skin_description,,
regen_name,Régénération,
regen_description,Gagne des PV au fil du temps,
stamina_loss_name,Endurance de merde,
stamina_loss_description,L’endurance est plus faible,
stamina_regen_name,Super endurance,
stamina_regen_description,Gagne de l’endurance supplémentaire au fil du temps,
# VIALS,,
vial_conical,Flacon conique,
vial_cubic,Flacon cubique,
vial_cylindrical,Flacon cylindrique,
vial_dodecahedral,Flacon dodécaédrique,
vial_helical,Flacon hélicoïdal,
vial_icosahedral,Flacon icosaédrique,
vial_octahedral,Flacon octaédrique,
vial_prismic,Flacon prismique,
vial_spherical,Flacon sphérique,
vial_tetrahedral,Flacon tétraédrique,
vial_amnesia,Amnésie,
vial_drunkenness,Ivresse,
vial_forgetfulness,Oubli,
vial_gag,Gag gratuit,
vial_money,Argent gratuit,
vial_health,Bonne santé,
vial_glue_skin,Coller à la peau,
vial_removal,Retrait d’élément,
vial_unlock,Déverrouiller l'article,
vial_moonshine,Moonshine,
vial_oily_skin,Peau grasse,
vial_regen,Régénération,
vial_speed_decrease,Vitesse réduite,
vial_speed_increase,Vitesse augmentée,
vial_stamina_decrease,Endurance de merde,
vial_stamina_increase,Super endurance,
vial_amnesia_description,Où étais-tu déjà ?,
vial_drunkenness_description,C’était plus d’éthanol que vous ne le pensiez,
vial_forgetfulness_description,C’est difficile de suivre les choses...,
vial_gag_description,Gagnez un bâillon sans frais pour vous-même,
vial_money_description,Gagne 66 €,
vial_health_description,La santé est portée à son maximum,
vial_glue_skin_description,Les contraintes sont temporairement plus difficiles à enlever,
vial_removal_description,Supprimer un article qui n’est pas deadlocké,
vial_unlock_description,Supprimer les verrous non permanents d’un article,
vial_moonshine_description,Cécité temporaire,
vial_oily_skin_description,Les contraintes sont brièvement plus faciles à enlever,
vial_regen_description,Gagner des PV au fil du temps,
vial_speed_decrease_description,Déplacez-vous plus lentement brièvement,
vial_speed_increase_description,Augmentation temporaire de la vitesse,
vial_stamina_decrease_description,Perte d’endurance,
vial_stamina_increase_description,Gain d’endurance au fil du temps,
# STICKY NOTES,,
note_format_0,{0},
note_format_1,{0}.,
note_format_2,{0}?,
note_format_3,{0}…,
note_format_4,{0}!,
note_format_5,{0}!?!?,
note_format_6,Qu’est-ce que {0},
note_format_7,Besoin de {0},
note_format_8,Ne veux pas de {0},
note_format_9,"Pitié, plus de {0}",
note_format_10,"{0}, huourra !",
note_format_11,Supplier pour {0},
note_format_12,Tu vas sûrement obtenir {0},
note_format_13,Où oh où est {0}??,
note_format_14,Sûrement tu as besoin de {0},
note_format_15,Je ne peux pas croire que ce n’est pas {0},
note_content_group_a,Type d'articles,
note_content_0,femme de chambre,
note_content_1,cogniteur,
note_content_2,ponney,
note_content_3,vantawhite,
note_content_4,corde,
note_content_5,bande,
note_content_6,ruban,
note_content_7,bobine,
note_content_8,latex,
note_content_9,cuir,
note_content_10,résille,
note_content_11,gadget,
note_content_12,contraintes,
note_content_13,tenue,
note_content_14,outil,
note_content_group_b,articles,
note_content_15,Ball Gag,
note_content_16,Gag,
note_content_17,bottes de ballet,
note_content_18,armbinder,
note_content_19,jupe entravée,
note_content_20,capuche,
note_content_21,bandeau,
note_content_22,lentilles de blackout,
note_content_23,corset,
note_content_24,moufles,
note_content_25,talons,
note_content_26,collier,
note_content_27,collier de posture,
note_content_28,corset de cou,
note_content_29,cadenas,
note_content_30,Clé,
note_content_31,serrure électrique,
note_content_32,keycard,
note_content_33,deadlock,
note_content_34,deadkey,
note_content_35,permalock,
note_content_36,permakey,
note_content_37,acide ioxique,
note_content_38,disque de musique,
note_content_39,combinaison de contrôle,
note_content_40,speakergag,
note_content_41,jus d’esclave,
note_content_group_c,Gens,
note_content_42,Eliza ,
note_content_43,Jean,
note_content_44,Jape,
note_content_45,Jenn,
note_content_46,Mme Graves,
note_content_47,Archibald,
note_content_48,esclave,
note_content_49,dominant,
note_content_50,soumis,
note_content_51,maître,
note_content_52,maîtresse,
note_content_53,animal de compagnie,
note_content_54,philistin,
note_content_55,valet,
note_content_56,archlord,
note_content_57,maire,
note_content_58,archmayor,
note_content_59,PDG,
note_content_60,patron,
note_content_61,adversaire,
note_content_62,allier,
note_content_63,fétichiste,
note_content_64,grand fou,
note_content_65,type au gros cerveau,
note_content_66,celui qui est obscène,
note_content_67,celui qui est excité,
note_content_68,artiste de l'évasion,
note_content_69,celui qui est costaud,
note_content_70,celui qui est faible,
note_content_group_d,Notions,
note_content_71,amour,
note_content_72,haine,
note_content_73,surpris,
note_content_74,confort,
note_content_75,peur,
note_content_76,mort,
note_content_77,vie,
note_content_78,justice,
note_content_79,exil,
note_content_80,crime,
note_content_81,injustice,
note_content_82,simplicité,
note_content_83,bien ,
note_content_84,mal,
note_content_85,richesse,
note_content_86,pauvreté,
note_content_87,échapper,
note_content_88,bondage ,
note_content_group_e,Objets et lieux,
note_content_89,siège,
note_content_90,télévision,
note_content_91,calculateur,
note_content_92,gramophone,
note_content_93,automobile,
note_content_94,megatrain,
note_content_95,tour,
note_content_96,dirigeable,
note_content_97,tapis,
note_content_98,tuile,
note_content_99,douche,
note_content_100,baignoire,
note_content_101,échelle,
note_content_102,robot pince,
note_content_103,coffre-surprise,
note_content_104,bibliothèque,
note_content_105,profondeurs,
note_content_106,archive,
note_content_107,studio,
note_content_108,écuries,
note_content_109,robozone,
note_content_110,maison,
note_content_111,laboratoire,
note_content_112,orb de plaisir,
note_content_group_f,bêtes,
note_content_113,chien,
note_content_114,chat,
note_content_115,lézard,
note_content_116,rat,
note_content_117,dragon,
note_content_118,hydre,
note_content_119,serpent,
note_content_120,tardigrade,
note_content_121,ours,
note_content_122,blaireau,
note_content_123,poisson,
note_content_124,méduse,
note_content_125,oiseau,
note_content_126,homard,
note_content_127,baleine,
note_content_128,arthropode,
note_content_129,dinosaure,
note_content_130,bipède,
note_content_131,quadripède,
note_content_132,hexapode,
# DIALOGUE,,
dialogue_jean_1,La jeune esclave Eliza s’approche. Quelle tragédie doit-elle considérer comme son récent asservissement.\nMais je ne me plains pas. Que veut-elle de moi ?,
dialogue_jean_2,"La jeune Eliza est débordante de curiosité, et attend poliment la permission de lui poser des questions. Cette permission est accordée.",
dialogue_jean_3,"<portrait=scheme>Je suis amusé par les récits d’Eliza du donjon, et j’échange équitablement une [b]Pièce de Deadkey[/b] pour ce divertissement, et pour {{key_cost}}€.",
dialogue_jean_4,Une honte. J’avais apprécié avec tendresse concernant l’asservissement d’Eliza. Elle devrait se porter volontaire pour une autre série d’esclavage, je pense. Mais le choix lui appartient.,
dialogue_jean_5,<portrait=viewerlook>Je n’ai aucune aide à offrir à Eliza en ce moment. Pourquoi n’entre-t-elle pas dans le donjon de sa secte ? et peut-être que j’aurai plus d’outils quand elle reviendra.,
dialogue_jean_6,<portrait=viewerlook>La diction d’Eliza a besoin d’amélioration.,
dialogue_jean_7,<portrait=viewerlook>...,
dialogue_jean_8,J’ai une [b]Pièce de Deadkey[/b] qu’Eliza trouverait utile. Mais elle est débordante de valeur. Eliza doit me donner {{key_cost}}€ pour que je la lui laisse.,
dialogue_jean_9,Le [b]Culte du défi[/b] a essayé de revendiquer Eliza comme leur esclave en plaçant la Combinaison de Contrôle sur elle. Peut-être pendant qu’elle dormait ?,
dialogue_jean_10,Je suis Jean.,
dialogue_jean_11,"<portrait=scheme>Aujourd’hui je suis débordante de générosité. Et d’ennui, puisque je n’ai pas d’autres esclaves à surveiller cette semaine.",
dialogue_jean_12,"Il y a d’autres cultes d’esclaves, mais celui-ci fait courir ses esclaves dans leur donjon de bondage pour leur divertissement et le divertissement de leurs clients.",
dialogue_jean_13,<portrait=scheme> J’étais l’un de leurs clients. Leur archive vidéo est débordante de filles qui se font attacher !,
dialogue_jean_14,"Ceux qui font mal dans le donjon deviennent encore plus esclaves. Ils sont recrutés pour aider à maintenir la secte, le donjon, ou capturer plus d’esclaves.",
dialogue_jean_15,"<portrait=viewerlook>Je suis géomètre. Mon travail consiste à prendre des notes sur qui se trouve dans les différents cultes d’esclaves, et à tenir l’autorité des esclaves au courant de leur statut. Y compris leur faire savoir si l’un des esclaves obtient la liberté.",
dialogue_jean_16,"Pour cette raison, Eliza devrait me dire quand elle est libérée de son culte. La secte a toujours une autorité légale sur elle jusqu’à ce que je dépose un rapport de liberté auprès de l’autorité des esclaves.",
dialogue_jean_17,"Pour cette raison, si Eliza laissait accidentellement de l’argent dans ma poche... disons, {{key_cost}}€, je pourrais être convaincu de lui donner un peu de ce dont elle a besoin pour retirer ses entraves d’esclave.",
dialogue_jean_18,Les manières d’Eliza insolente pourraient être améliorées par un bâillon.,
dialogue_jean_19,"Si Eliza me divertissait à travers des pitreries dans le donjon de son culte, je pourrais être convaincu d’offrir des morceaux de clés à un prix inférieur...",
dialogue_jean_20,"Eliza devrait savoir : certains des donjons de sa secte sont dans un état lamentable, débordants de détritus et de saleté. Sûrement, elle devrait accepter de prendre le rôle de [u]Servante esclave[/u] et le nettoyer.",
dialogue_jean_21,<portrait=viewerlook>Son manque de volonté à maintenir sa maison est une terrible tache noire contre elle.,
dialogue_jean_22,<portrait=scheme>Je vais dire aux [u]Recruteurs[/u] qu’Eliza doit être mise en service de nettoyage dès que possible.,
dialogue_jean_23,"<portrait=viewerlook>Ce qui n’est pas très proche, puisqu’ils sont normalement beaucoup trop lents.",
dialogue_jean_24,"<portrait=default>Eliza ne peut pas simplement démissionner, car elle est une esclave. Il semble qu’elle soit mal informée sur la nature de l’esclavage et combien de choix elle a dans ce rôle.",
dialogue_jean_25,<portrait=read>...,
dialogue_jean_26,"<portrait=sus>La lettre de démission convaincante d’Eliza est très convaincante, et je suis convaincu. Elle pourrait arrêter de servir comme femme de ménage, du moins pour l’instant.",
dialogue_jean_27,J’ai du mal à imaginer qu’Eliza puisse me donner une combinaison de mots qui me convaincrait qu’elle mérite vraiment de démissionner.,
dialogue_jean_28,<portrait=default>Peut-être que la jeune Eliza veut une bouchée de ce steak mammouth laineux ? Quatorze ans ont été passés par une équipe débordante de génie pour en ramener un de l’extinction. Une fois que tous ses steaks seront mangés, il n’y en aura probablement pas un autre avant encore de nombreuses années.,
dialogue_jean_29,"<portrait=read>C’est très dur, et ne goûte pas très bon je pense.",
dialogue_jean_30,<portrait=viewerlook>...,
dialogue_jean_31,<portrait=sus>Eliza est imprudente de manquer une opportunité si rare.,
dialogue_jean_32,Mmmggff ffphphhhh...,
dialogue_jean_33,"<portrait=read>Reste silencieux immédiatement, ou tu ne verras plus jamais de tes propres yeux jusqu’au jour où tu mourras. Merde ingrate.",
dialogue_jean_34,"Regarde ces esclaves, on leur a donné des Speakergags, un jouet amusant qui me permet de contrôler ce qu’ils disent. Je me demande ce que cet esclave dira...",
dialogue_jean_35,Cet esclave déborde de désobéissance et Eliza devrait le gifler pour la punir !,
dialogue_jean_36,<portrait=scheme>Eliza devrait sûrement faire ce que l’esclave demande poliment !,
dialogue_jean_37,…,
dialogue_jean_38,"Eliza pourrait penser que s’asseoir sur une chaise d’esclaves est confortable, mais si elle prenait ma place, elle serait mal à l’aise et douloureuse.",
dialogue_jean_39,..... ...!!,
dialogue_jean_40,"Eliza doit souffrir un moment sans moi, car Archibald est au-dessus de la ville aujourd’hui et donc je suis ailleurs.",
dialogue_jean_41,<portrait=visor>…,
dialogue_jean_42,<portrait=unvisor>Eliza devrait apprendre rapidement : Je déteste être réveillé par le Hedonism Visor.,
dialogue_jean_43,Ugh... qu’est-ce qu’elle veut même ?,
dialogue_jean_44,"<portrait=scheme>Eliza est débordante d’excitation à nettoyer les sols de la secte, hm ? Elle veut devenir une bonne petite servante et nettoyer le désordre des autres ?",
dialogue_jean_45,"<portrait=sus>Hélas, elle a actuellement les obligations de l’esclave du poney. Pas le temps pour le nettoyage quand ils ont besoin que des fournitures soient apportées de cette manière et de celle-ci !",
dialogue_jean_46,<portrait=sus>Hélas, elle est actuellement occupée par le travail de l’assistant. Quelqu’un doit gérer les esclaves de secte indisciplinés et Eliza s’est portée volontaire pour ce devoir.,
dialogue_jean_47,<portrait=default>Eliza est devenue une esclave permanente de la secte et veut partir libre ?,
dialogue_jean_48,"<portrait=sus>Elle n’est pas encore mon esclave personnel, donc je vais l’aider à obtenir sa liberté.",
dialogue_jean_49,"<portrait=default>Ce flacon est plein de [u]Acide Ioxique[/u], qui dissoudra tout ce que vous portez. J’ai modifié votre douche pour que vous puissiez l’utiliser là-bas.",
dialogue_jean_50,"Elle peut dissoudre toutes les choses qu’elle porte en prenant une douche, où [u]l’Acide Ioxique[/u] que je lui ai donné sera utilisé.",
dialogue_jean_1a,j'ai des questions.,
dialogue_jean_1b,... Aide s’il te plaît ?,
dialogue_jean_1c,"Regarde, je suis libre !",
dialogue_jean_1d,Mmmmffff!,
dialogue_jean_1e,Je veux démissionner de la femme de ménage,
dialogue_jean_2a,Pourquoi tes cheveux ressemblent-ils à une pomme ?,
dialogue_jean_2b,Pourquoi quelqu’un veut-il m’asservir ?,
dialogue_jean_2c,Qui êtes-vous ?,
dialogue_jean_2d,Comment puis-je me libérer ?,
dialogue_jean_10a,"Merci, ça explique tout",
dialogue_jean_10b,Qui est Jean ? Pourquoi est-elle ici ?,
dialogue_jean_24a,(Remettre une lettre de démission convaincante),
dialogue_jean_24b,(Partir),
dialogue_jean_30a,J'ai des questions.,
dialogue_jean_30b,... Aide s’il te plaît ?,
dialogue_jean_30c,"Regarde, je suis libre !",
dialogue_jean_30d,Mmmmffff!,
dialogue_jean_30e,Je veux démissionner de la femme de ménage,
dialogue_jean_30f,(Partir),
dialogue_jean_41a,La toucher,
